"feature","score","direction","type","gene","overall.rank","type.rank","direction.rank"
"cn.METTL4",0.578336372215536,"greater","cn","METTL4",25269,15320,15847
"cn.BBS5",0.578400008103422,"less","cn","BBS5",25270,15321,13267
"cn.FASTKD1",0.578400008103422,"less","cn","FASTKD1",25270,15322,13268
"cn.KLHL41",0.578400008103422,"less","cn","KLHL41",25270,15323,13269
"cn.SEC23IP",0.578404277571031,"less","cn","SEC23IP",25271,15324,13270
"cn.TXNRD2",0.57842407588711,"less","cn","TXNRD2",25272,15325,13271
"cn.LINC00115",0.5784839217219,"greater","cn","LINC00115",25273,15326,15848
"ge.ACYP2",0.578546946836666,"greater","ge","ACYP2",25274,13794,15849
"cn.CPNE6",0.578559118318608,"greater","cn","CPNE6",25275,15327,15850
"cn.LRRC16B",0.578559118318608,"greater","cn","LRRC16B",25275,15328,15851
"cn.RAB40B",0.578567254777393,"less","cn","RAB40B",25276,15329,13272
"cn.KDELR3",0.578574812987696,"greater","cn","KDELR3",25277,15330,15852
"cn.RTCB",0.578593380652415,"greater","cn","RTCB",25278,15331,15853
"ge.TLR4",0.578634532515545,"greater","ge","TLR4",25279,13795,15854
"ge.PCBP4",0.578766404873214,"less","ge","PCBP4",25280,13796,13273
"cn.SGOL2",0.578817204130472,"less","cn","SGOL2",25281,15332,13274
"ge.KIRREL3",0.579209637175181,"less","ge","KIRREL3",25282,13797,13275
"cn.KRTAP4.11",0.579237477824757,"greater","cn","KRTAP4.11",25283,15333,15855
"cn.FADS6",0.579242453718109,"less","cn","FADS6",25284,15334,13276
"cn.USH1G",0.579242453718109,"less","cn","USH1G",25284,15335,13277
"ge.SLC25A46",0.579419313585688,"greater","ge","SLC25A46",25285,13798,15856
"cn.SLC9C2",0.579460146719555,"greater","cn","SLC9C2",25286,15336,15857
"cn.KCNH8",0.579531748162033,"greater","cn","KCNH8",25287,15337,15858
"cn.GALNT9",0.579574154448627,"less","cn","GALNT9",25288,15338,13278
"cn.C1ORF146",0.57958949818904,"greater","cn","C1ORF146",25289,15339,15859
"cn.GLMN",0.57958949818904,"greater","cn","GLMN",25289,15340,15860
"cn.KIAA1107",0.57958949818904,"greater","cn","KIAA1107",25289,15341,15861
"cn.LRRFIP2",0.579617343495888,"greater","cn","LRRFIP2",25290,15342,15862
"ge.IQCD",0.579661144939404,"greater","ge","IQCD",25291,13799,15863
"cn.ANKRD35",0.579726347843075,"less","cn","ANKRD35",25292,15343,13279
"cn.GNRHR2",0.579726347843075,"less","cn","GNRHR2",25292,15344,13280
"cn.ITGA10",0.579726347843075,"less","cn","ITGA10",25292,15345,13281
"cn.PEX11B",0.579726347843075,"less","cn","PEX11B",25292,15346,13282
"cn.PIAS3",0.579726347843075,"less","cn","PIAS3",25292,15347,13283
"cn.RBM8A",0.579726347843075,"less","cn","RBM8A",25292,15348,13284
"cn.DRAM1",0.579749457611457,"less","cn","DRAM1",25293,15349,13285
"cn.LRRC40",0.57975517796306,"greater","cn","LRRC40",25294,15350,15864
"cn.SRSF11",0.57975517796306,"greater","cn","SRSF11",25294,15351,15865
"ge.ARL15",0.579858796837871,"less","ge","ARL15",25295,13800,13286
"cn.DLG1",0.579931345569019,"less","cn","DLG1",25296,15352,13287
"ge.HMGA1",0.579947903422969,"greater","ge","HMGA1",25297,13801,15866
"ge.C1ORF43",0.579960658244822,"greater","ge","C1ORF43",25298,13802,15867
"cn.HN1L",0.579975670355113,"less","cn","HN1L",25299,15353,13288
"cn.TBC1D8",0.580012402695082,"less","cn","TBC1D8",25300,15354,13289
"ge.SNCA",0.580052921964886,"greater","ge","SNCA",25301,13803,15868
"cn.KNTC1",0.580126170169439,"greater","cn","KNTC1",25302,15355,15869
"cn.PEX5",0.580180917466794,"less","cn","PEX5",25303,15356,13290
"cn.SMCO2",0.580201920631516,"less","cn","SMCO2",25304,15357,13291
"cn.NAV1",0.580215234234527,"greater","cn","NAV1",25305,15358,15870
"cn.ITM2A",0.580468006452262,"less","cn","ITM2A",25306,15359,13292
"ge.STAG1",0.580513366877617,"greater","ge","STAG1",25307,13804,15871
"cn.KRBA1",0.58058391371554,"greater","cn","KRBA1",25308,15360,15872
"cn.ZNF467",0.58058391371554,"greater","cn","ZNF467",25308,15361,15873
"ge.TPPP3",0.580591228274933,"greater","ge","TPPP3",25309,13805,15874
"cn.MAP2K6",0.580692398821967,"less","cn","MAP2K6",25310,15362,13293
"cn.RFC5",0.580746088468191,"less","cn","RFC5",25311,15363,13294
"cn.HNF1A.AS1",0.580885082309322,"less","cn","HNF1A.AS1",25312,15364,13295
"ge.JMJD8",0.580907184310048,"less","ge","JMJD8",25313,13806,13296
"ge.CNBD1",0.580948724730568,"greater","ge","CNBD1",25314,13807,15875
"cn.KCTD18",0.581042183093345,"less","cn","KCTD18",25315,15365,13297
"cn.NAALADL1",0.581067417772642,"greater","cn","NAALADL1",25316,15366,15876
"cn.RXFP4",0.581119523397056,"greater","cn","RXFP4",25317,15367,15877
"cn.ALX4",0.58116639792124,"less","cn","ALX4",25318,15368,13298
"cn.APOBEC3C",0.581174747641379,"greater","cn","APOBEC3C",25319,15369,15878
"ge.SLC6A6",0.581256058646475,"less","ge","SLC6A6",25320,13808,13299
"ge.GABBR1",0.581380424978567,"less","ge","GABBR1",25321,13809,13300
"cn.EFHC1",0.581639712695256,"greater","cn","EFHC1",25322,15370,15879
"cn.ITGBL1",0.581676923791492,"less","cn","ITGBL1",25323,15371,13301
"ge.DPP3",0.581802810070773,"greater","ge","DPP3",25324,13810,15880
"ge.PUSL1",0.581904973144794,"less","ge","PUSL1",25325,13811,13302
"cn.ZNF614",0.581915748481037,"greater","cn","ZNF614",25326,15372,15881
"ge.COX14",0.581925647309,"less","ge","COX14",25327,13812,13303
"ge.HPD",0.581945359774692,"less","ge","HPD",25328,13813,13304
"cn.S100A2",0.58195057005909,"less","cn","S100A2",25329,15373,13305
"cn.S100A3",0.58195057005909,"less","cn","S100A3",25329,15374,13306
"cn.S100A4",0.58195057005909,"less","cn","S100A4",25329,15375,13307
"ge.BTBD6",0.582261325700941,"less","ge","BTBD6",25330,13814,13308
"cn.MIR1302.1",0.582350931583294,"less","cn","MIR1302.1",25331,15376,13309
"cn.GPLD1",0.58236128010842,"greater","cn","GPLD1",25332,15377,15882
"cn.S100A5",0.582375103121743,"less","cn","S100A5",25333,15378,13310
"cn.S100A6",0.582375103121743,"less","cn","S100A6",25333,15379,13311
"ge.NAA38",0.582378515815722,"greater","ge","NAA38",25334,13815,15883
"cn.ANKS3",0.582413571355349,"greater","cn","ANKS3",25335,15380,15884
"cn.NUDT16L1",0.582413571355349,"greater","cn","NUDT16L1",25335,15381,15885
"ge.SYNGR3",0.582494526239117,"less","ge","SYNGR3",25336,13816,13312
"cn.CLSTN3",0.582649498563212,"less","cn","CLSTN3",25337,15382,13313
"ge.HSPB11",0.582676258644249,"greater","ge","HSPB11",25338,13817,15886
"cn.KCNAB2",0.58272026037125,"greater","cn","KCNAB2",25339,15383,15887
"cn.AGPAT2",0.582737593800709,"less","cn","AGPAT2",25340,15384,13314
"cn.EGFL7",0.582737593800709,"less","cn","EGFL7",25340,15385,13315
"cn.MIR126",0.582737593800709,"less","cn","MIR126",25340,15386,13316
"cn.LEF1",0.582749607763747,"greater","cn","LEF1",25341,15387,15888
"ge.CCL27",0.582776566313148,"greater","ge","CCL27",25342,13818,15889
"ge.MYD88",0.582828713689324,"greater","ge","MYD88",25343,13819,15890
"cn.KCNT2",0.582894716964593,"greater","cn","KCNT2",25344,15388,15891
"cn.NMNAT2",0.583004133005531,"greater","cn","NMNAT2",25345,15389,15892
"ge.TSSK1B",0.583014037033586,"greater","ge","TSSK1B",25346,13820,15893
"ge.C1ORF174",0.583019434930008,"less","ge","C1ORF174",25347,13821,13317
"cn.MIR1302.4",0.583089288182043,"less","cn","MIR1302.4",25348,15390,13318
"cn.VSTM1",0.583091833177016,"greater","cn","VSTM1",25349,15391,15894
"cn.TBC1D8B",0.583100395190318,"less","cn","TBC1D8B",25350,15392,13319
"ge.C20ORF141",0.583119766050563,"less","ge","C20ORF141",25351,13822,13320
"cn.NADK",0.583124915890645,"greater","cn","NADK",25352,15393,15895
"cn.RSRC2",0.583143965535195,"greater","cn","RSRC2",25353,15394,15896
"cn.GPR153",0.583176212869315,"greater","cn","GPR153",25354,15395,15897
"cn.HES3",0.583176212869315,"greater","cn","HES3",25354,15396,15898
"cn.ICMT",0.583176212869315,"greater","cn","ICMT",25354,15397,15899
"cn.KCNIP3",0.583347232631716,"less","cn","KCNIP3",25355,15398,13321
"cn.THSD1P1",0.583461731059616,"greater","cn","THSD1P1",25356,15399,15900
"cn.RB1",0.583477415169055,"greater","cn","RB1",25357,15400,15901
"ge.SUPT3H",0.583517983532009,"less","ge","SUPT3H",25358,13823,13322
"ge.TIMM17A",0.583525353392178,"less","ge","TIMM17A",25359,13824,13323
"cn.MMP7",0.583539010242762,"greater","cn","MMP7",25360,15401,15902
"cn.ZNF578",0.583817796594569,"greater","cn","ZNF578",25361,15402,15903
"ge.GOLPH3",0.583877602690817,"less","ge","GOLPH3",25362,13825,13324
"cn.RFPL3",0.583949185637584,"greater","cn","RFPL3",25363,15403,15904
"cn.RFPL3S",0.583949185637584,"greater","cn","RFPL3S",25363,15404,15905
"cn.SLC25A19",0.583950955265681,"less","cn","SLC25A19",25364,15405,13325
"ge.WNT8B",0.584078035574329,"less","ge","WNT8B",25365,13826,13326
"cn.MIEF1",0.58433017088255,"greater","cn","MIEF1",25366,15406,15906
"cn.KCNK18",0.584352305605141,"less","cn","KCNK18",25367,15407,13327
"cn.VAX1",0.584352305605141,"less","cn","VAX1",25367,15408,13328
"cn.CPTP",0.584374497516516,"greater","cn","CPTP",25368,15409,15907
"cn.TAS1R3",0.584374497516516,"greater","cn","TAS1R3",25368,15410,15908
"ge.COL4A4",0.58440524586623,"greater","ge","COL4A4",25369,13827,15909
"cn.ZFAT",0.584448112069092,"less","cn","ZFAT",25370,15411,13329
"cn.BRMS1L",0.5844760573825,"greater","cn","BRMS1L",25371,15412,15910
"ge.ANO9",0.584512398539959,"less","ge","ANO9",25372,13828,13330
"cn.PIGW",0.584610160508472,"greater","cn","PIGW",25373,15413,15911
"cn.PAQR5",0.584728653057438,"less","cn","PAQR5",25374,15414,13331
"cn.PAQR8",0.5847816891521,"greater","cn","PAQR8",25375,15415,15912
"ge.PRRT1",0.584800231689946,"less","ge","PRRT1",25376,13829,13332
"cn.ANKRD7",0.584819519600953,"less","cn","ANKRD7",25377,15416,13333
"ge.KANK4",0.584848326834006,"greater","ge","KANK4",25378,13830,15913
"ge.POLR3B",0.584878642972851,"less","ge","POLR3B",25379,13831,13334
"ge.SLC3A1",0.584886832477648,"less","ge","SLC3A1",25380,13832,13335
"ge.PRM3",0.584886987065055,"less","ge","PRM3",25381,13833,13336
"cn.ZNF808",0.585014181948974,"greater","cn","ZNF808",25382,15417,15914
"ge.TAF1A",0.585035436440667,"greater","ge","TAF1A",25383,13834,15915
"cn.SH2B2",0.585072014639574,"less","cn","SH2B2",25384,15418,13337
"ge.NSUN7",0.585077978953444,"greater","ge","NSUN7",25385,13835,15916
"cn.BPHL",0.5851301687296,"greater","cn","BPHL",25386,15419,15917
"cn.FAM136BP",0.5851301687296,"greater","cn","FAM136BP",25386,15420,15918
"cn.LINC01011",0.5851301687296,"greater","cn","LINC01011",25386,15421,15919
"cn.NQO2",0.5851301687296,"greater","cn","NQO2",25386,15422,15920
"cn.RIPK1",0.5851301687296,"greater","cn","RIPK1",25386,15423,15921
"cn.TUBB2A",0.5851301687296,"greater","cn","TUBB2A",25386,15424,15922
"cn.TUBB2B",0.5851301687296,"greater","cn","TUBB2B",25386,15425,15923
"ge.KHDC3L",0.585178055683596,"less","ge","KHDC3L",25387,13836,13338
"ge.NKD1",0.585298378453613,"greater","ge","NKD1",25388,13837,15924
"mu.SNAPC4_S542DEL",0.58530970677816,"na","mu","SNAPC4_S542DEL",25389,115,116
"ge.SLC6A12",0.585400485515463,"less","ge","SLC6A12",25390,13838,13339
"cn.LHX5",0.58551463319649,"less","cn","LHX5",25391,15426,13340
"cn.SDSL",0.58551463319649,"less","cn","SDSL",25391,15427,13341
"ge.ACVR1C",0.585522820435701,"less","ge","ACVR1C",25392,13839,13342
"ge.ADM2",0.585616461495777,"greater","ge","ADM2",25393,13840,15925
"cn.NUP37",0.585703490255019,"less","cn","NUP37",25394,15428,13343
"cn.TULP3",0.585734428206719,"less","cn","TULP3",25395,15429,13344
"ge.TRPC3",0.585871885786739,"greater","ge","TRPC3",25396,13841,15926
"ge.ANKRD13C",0.585888877331216,"less","ge","ANKRD13C",25397,13842,13345
"ge.FAM120AOS",0.585920392020085,"less","ge","FAM120AOS",25398,13843,13346
"cn.RFPL2",0.586103438981321,"greater","cn","RFPL2",25399,15430,15927
"cn.SLC5A4",0.586103438981321,"greater","cn","SLC5A4",25399,15431,15928
"cn.TBL1X",0.586273475286016,"less","cn","TBL1X",25400,15432,13347
"cn.ZNF790",0.586356974656673,"greater","cn","ZNF790",25401,15433,15929
"ge.F7",0.586507139736887,"less","ge","F7",25402,13844,13348
"cn.ADSL",0.586539875928256,"greater","cn","ADSL",25403,15434,15930
"cn.MIR1231",0.586578207313679,"greater","cn","MIR1231",25404,15435,15931
"ge.SULT2A1",0.586620583107292,"less","ge","SULT2A1",25405,13845,13349
"cn.HSPH1",0.586632281893735,"greater","cn","HSPH1",25406,15436,15932
"cn.TTC28",0.58663902816827,"greater","cn","TTC28",25407,15437,15933
"cn.PDGFRA",0.586639879978144,"greater","cn","PDGFRA",25408,15438,15934
"cn.HMGA2",0.586646649105247,"less","cn","HMGA2",25409,15439,13350
"cn.DCT",0.586747492580289,"less","cn","DCT",25410,15440,13351
"ge.SYNE1",0.586750453784835,"less","ge","SYNE1",25411,13846,13352
"ge.RPL13P5",0.586800583954527,"less","ge","RPL13P5",25412,13847,13353
"ge.SFTA2",0.586888283751891,"less","ge","SFTA2",25413,13848,13354
"cn.DHRS4.AS1",0.586891485331938,"greater","cn","DHRS4.AS1",25414,15441,15935
"cn.EDAR",0.586898700669794,"greater","cn","EDAR",25415,15442,15936
"ge.POU3F1",0.586943536226601,"less","ge","POU3F1",25416,13849,13355
"ge.KRT9",0.587069521156655,"less","ge","KRT9",25417,13850,13356
"cn.BUB3",0.587256682961657,"less","cn","BUB3",25418,15443,13357
"cn.HMX2",0.587256682961657,"less","cn","HMX2",25418,15444,13358
"ge.AKAP10",0.587408578657999,"greater","ge","AKAP10",25419,13851,15937
"cn.PLCB1",0.587530017405427,"greater","cn","PLCB1",25420,15445,15938
"ge.PPBP",0.587597334323535,"greater","ge","PPBP",25421,13852,15939
"cn.C12ORF71",0.587635430887113,"less","cn","C12ORF71",25422,15446,13359
"cn.FPR2",0.587766584619243,"greater","cn","FPR2",25423,15447,15940
"cn.CHCHD5",0.587834315808575,"greater","cn","CHCHD5",25424,15448,15941
"cn.POLR1B",0.587834315808575,"greater","cn","POLR1B",25424,15449,15942
"cn.TTL",0.587834315808575,"greater","cn","TTL",25424,15450,15943
"ge.APOBEC3C",0.5878612373903,"less","ge","APOBEC3C",25425,13853,13360
"cn.CCDC36",0.587909621074805,"greater","cn","CCDC36",25426,15451,15944
"ge.FAM227B",0.587910259023149,"less","ge","FAM227B",25427,13854,13361
"cn.KIF1B",0.587931117288033,"greater","cn","KIF1B",25428,15452,15945
"cn.RARB",0.587932919308836,"greater","cn","RARB",25429,15453,15946
"ge.ARFGAP3",0.587948565967177,"greater","ge","ARFGAP3",25430,13855,15947
"cn.ARHGEF2",0.588089113266588,"greater","cn","ARHGEF2",25431,15454,15948
"ge.MRPL15",0.588355509634622,"greater","ge","MRPL15",25432,13856,15949
"ge.THOC7",0.58839067766512,"greater","ge","THOC7",25433,13857,15950
"cn.ATG7",0.588407159801784,"greater","cn","ATG7",25434,15455,15951
"mu.C9ORF43_Q303DUP",0.588421432081381,"na","mu","C9ORF43_Q303DUP",25435,116,117
"mu.EIF4G1_G472.A474DEL",0.588421432081381,"na","mu","EIF4G1_G472.A474DEL",25435,117,118
"mu.FRG1BP_A166GFS.9",0.588421432081381,"na","mu","FRG1BP_A166GFS.9",25435,118,119
"mu.ICK_P369.L372DEL",0.588421432081381,"na","mu","ICK_P369.L372DEL",25435,119,120
"mu.KRAS_G13D",0.588421432081381,"na","mu","KRAS_G13D",25435,120,121
"mu.MICA_G318AFS.72",0.588421432081381,"na","mu","MICA_G318AFS.72",25435,121,122
"mu.MSH6_F1088SFS.2",0.588421432081381,"na","mu","MSH6_F1088SFS.2",25435,122,123
"mu.PIK3CA_E542K",0.588421432081381,"na","mu","PIK3CA_E542K",25435,123,124
"mu.POLG_Q52.Q53DUP",0.588421432081381,"na","mu","POLG_Q52.Q53DUP",25435,124,125
"mu.PPM1E_P43.E44DUP",0.588421432081381,"na","mu","PPM1E_P43.E44DUP",25435,125,126
"mu.SHROOM4_E1151DEL",0.588421432081381,"na","mu","SHROOM4_E1151DEL",25435,126,127
"mu.TMEM229A_Q199.Q200DEL",0.588421432081381,"na","mu","TMEM229A_Q199.Q200DEL",25435,127,128
"mu.TP53_Y220C",0.588421432081381,"na","mu","TP53_Y220C",25435,128,129
"mu.ZMYM2_K1044RFS.33",0.588421432081381,"na","mu","ZMYM2_K1044RFS.33",25435,129,130
"ge.PPID",0.588447282939781,"greater","ge","PPID",25436,13858,15952
"cn.EDDM3A",0.588514550367807,"greater","cn","EDDM3A",25437,15456,15953
"ge.CSNK2A2",0.588582137052531,"less","ge","CSNK2A2",25438,13859,13362
"ge.EN1",0.588595986731231,"less","ge","EN1",25439,13860,13363
"ge.MYO1A",0.588619792092332,"greater","ge","MYO1A",25440,13861,15954
"ge.MYO1A.1",0.588619792092332,"greater","ge","MYO1A.1",25440,13862,15955
"cn.AGFG1",0.588678977610521,"less","cn","AGFG1",25441,15457,13364
"ge.SPAG17",0.588742761373228,"less","ge","SPAG17",25442,13863,13365
"ge.PFKL",0.588755125747535,"greater","ge","PFKL",25443,13864,15956
"cn.LRIG1",0.588758167206884,"less","cn","LRIG1",25444,15458,13366
"ge.APLP1",0.588829414769465,"greater","ge","APLP1",25445,13865,15957
"cn.LAT2",0.588873348131497,"less","cn","LAT2",25446,15459,13367
"cn.CDKN2C",0.588914317866927,"less","cn","CDKN2C",25447,15460,13368
"cn.RAP2C",0.588940025285553,"less","cn","RAP2C",25448,15461,13369
"cn.C2ORF72",0.58895420492815,"less","cn","C2ORF72",25449,15462,13370
"cn.FAP",0.588959286066895,"less","cn","FAP",25450,15463,13371
"cn.GCG",0.588959286066895,"less","cn","GCG",25450,15464,13372
"cn.IFIH1",0.588959286066895,"less","cn","IFIH1",25450,15465,13373
"cn.HDAC10",0.588997047803015,"greater","cn","HDAC10",25451,15466,15958
"cn.MAPK11",0.588997047803015,"greater","cn","MAPK11",25451,15467,15959
"cn.MAPK12",0.588997047803015,"greater","cn","MAPK12",25451,15468,15960
"ge.XPNPEP1",0.589217797851976,"less","ge","XPNPEP1",25452,13866,13374
"cn.SLC18A2",0.589343245389157,"less","cn","SLC18A2",25453,15469,13375
"ge.FAM186A",0.589362117610168,"less","ge","FAM186A",25454,13867,13376
"cn.SLIT2",0.589396647928966,"greater","cn","SLIT2",25455,15470,15961
"ge.RING1",0.589409124300865,"greater","ge","RING1",25456,13868,15962
"cn.TBCC",0.589440966016632,"greater","cn","TBCC",25457,15471,15963
"cn.RNF219",0.589448031873679,"less","cn","RNF219",25458,15472,13377
"cn.FOXO1",0.589560335463287,"greater","cn","FOXO1",25459,15473,15964
"cn.ATAD3C",0.589606444045444,"greater","cn","ATAD3C",25460,15474,15965
"cn.AURKAIP1",0.589606444045444,"greater","cn","AURKAIP1",25460,15475,15966
"cn.CCNL2",0.589606444045444,"greater","cn","CCNL2",25460,15476,15967
"cn.MRPL20",0.589606444045444,"greater","cn","MRPL20",25460,15477,15968
"cn.TMEM88B",0.589606444045444,"greater","cn","TMEM88B",25460,15478,15969
"cn.VWA1",0.589606444045444,"greater","cn","VWA1",25460,15479,15970
"ge.PRDM1",0.589679169104092,"less","ge","PRDM1",25461,13869,13378
"cn.SLC5A1",0.589730329443922,"greater","cn","SLC5A1",25462,15480,15971
"cn.PPIAL4D",0.589771088952449,"less","cn","PPIAL4D",25463,15481,13379
"ge.TNS1",0.589791535046395,"less","ge","TNS1",25464,13870,13380
"cn.PRKCQ",0.589958636230979,"less","cn","PRKCQ",25465,15482,13381
"ge.CSNK2B",0.590003380548287,"greater","ge","CSNK2B",25466,13871,15972
"cn.MIR33A",0.590015015901418,"greater","cn","MIR33A",25467,15483,15973
"cn.ZNF567",0.590042742032782,"greater","cn","ZNF567",25468,15484,15974
"cn.STK39",0.590075717617074,"less","cn","STK39",25469,15485,13382
"ge.UBXN8",0.590348112946818,"greater","ge","UBXN8",25470,13872,15975
"cn.KIF1A",0.590392886467697,"greater","cn","KIF1A",25471,15486,15976
"cn.PAK1IP1",0.59047518301066,"greater","cn","PAK1IP1",25472,15487,15977
"ge.ALG8",0.590569633695232,"less","ge","ALG8",25473,13873,13383
"ge.CRYBB3",0.590661644958326,"greater","ge","CRYBB3",25474,13874,15978
"ge.ALKBH5",0.590667603041107,"less","ge","ALKBH5",25475,13875,13384
"ge.WBP2NL",0.590845094975425,"greater","ge","WBP2NL",25476,13876,15979
"cn.ATF6",0.590974355027995,"greater","cn","ATF6",25477,15488,15980
"cn.CCNYL1",0.591027524182329,"less","cn","CCNYL1",25478,15489,13385
"cn.ACOT13",0.591094625928203,"greater","cn","ACOT13",25479,15490,15981
"cn.TDP2",0.591094625928203,"greater","cn","TDP2",25479,15491,15982
"cn.NLRP4",0.591247718886627,"greater","cn","NLRP4",25480,15492,15983
"ge.SCG5",0.591304145985219,"greater","ge","SCG5",25481,13877,15984
"ge.RFPL2",0.591357968705042,"less","ge","RFPL2",25482,13878,13386
"ge.TFAP2B",0.591362270902837,"greater","ge","TFAP2B",25483,13879,15985
"ge.HAGHL",0.591384829466959,"greater","ge","HAGHL",25484,13880,15986
"ge.PARD6G",0.591385087211447,"greater","ge","PARD6G",25485,13881,15987
"cn.SPATA17",0.591477776032094,"greater","cn","SPATA17",25486,15493,15988
"cn.TRIB2",0.591584576222173,"less","cn","TRIB2",25487,15494,13387
"cn.CDR2L",0.591605969251853,"less","cn","CDR2L",25488,15495,13388
"cn.FAU",0.591686051390877,"greater","cn","FAU",25489,15496,15989
"cn.MRPL49",0.591686051390877,"greater","cn","MRPL49",25489,15497,15990
"cn.SYVN1",0.591686051390877,"greater","cn","SYVN1",25489,15498,15991
"cn.TM7SF2",0.591686051390877,"greater","cn","TM7SF2",25489,15499,15992
"cn.ZNHIT2",0.591686051390877,"greater","cn","ZNHIT2",25489,15500,15993
"ge.MTMR12",0.591702231968303,"less","ge","MTMR12",25490,13882,13389
"ge.OPRM1",0.591766504424137,"less","ge","OPRM1",25491,13883,13390
"cn.ALDH5A1",0.591803316063988,"greater","cn","ALDH5A1",25492,15501,15994
"cn.ADGRG2",0.591811779299687,"less","cn","ADGRG2",25493,15502,13391
"cn.POLR2D",0.591884907828379,"less","cn","POLR2D",25494,15503,13392
"cn.OR4C15",0.591953168656071,"greater","cn","OR4C15",25495,15504,15995
"cn.OR4C16",0.591953168656071,"greater","cn","OR4C16",25495,15505,15996
"ge.SSTR5",0.592000452390566,"greater","ge","SSTR5",25496,13884,15997
"ge.GGCT",0.592078547037665,"less","ge","GGCT",25497,13885,13393
"ge.PAX9",0.592088117333142,"less","ge","PAX9",25498,13886,13394
"cn.C22ORF42",0.592136935971881,"greater","cn","C22ORF42",25499,15506,15998
